1	1.051452	0.042826
2	1.221124	0.013943
3	4.000170	0.033767
4	10.082743	0.052375
5	12.606056	0.027570
6	14.189715	0.023937
7	15.534647	0.025479
8	16.780394	0.025021
9	17.746404	0.024378
10	18.419221	0.022489
11	18.608869	0.019912
12	18.461431	0.025973
13	17.813968	0.037465
14	16.675426	0.046665
15	14.724048	0.079072
16	11.825315	0.051010
17	8.164639	0.049974
18	4.487181	0.066718
19	2.103532	0.039839
20	0.661651	0.016933
21	0.093618	0.003148
22	0.003566	0.000299
23	0.000000	0.000000
24	0.062629	0.013164
25	0.155398	0.025038
26	0.278612	0.036047
27	0.468295	0.058772
28	0.835483	0.057085
29	1.145291	0.024000
30	1.150931	0.023627
